OBJECTID,ZIP,OBJECTID_1,DEPCODE,COUNTYNAME,FieldMatch,POName,Places,OBJECTID_12,ZIPX,c_places,Cases_1,LabelY,SHAPE_Length,SHAPE_Area
635,33438,1041,43,Martin,Martin-33438,Canal Point,Canal Point,660,Martin-33438,,0,0,0.287558335,0.00200971
636,33438,1042,50,Palm Beach,Palm Beach-33438,Canal Point,"Pahokee, Canal Point",795,Palm Beach-33438,Canal Point,96,96,0.359469467,0.004537791
637,33440,1046,26,Hendry,Hendry-33440,Clewiston,"Clewiston, Harlem, Montura, Pioneer",395,Hendry-33440,Clewiston,2268,2268,2.1842501,0.135283743
638,33440,1047,50,Palm Beach,Palm Beach-33440,Clewiston,Lake Harbor,796,Palm Beach-33440,Clewiston,5,5,1.522109853,0.005412101
639,33441,1048,6,Broward,Broward-33441,Deerfield Beach,"Deerfield Beach, Pompano Beach, Lighthouse Point, Hillsboro Beach, Boca Raton",129,Broward-33441,"Deerfield Beach, Pompano Beach",2773,2773,0.175112625,0.001155903
640,33442,1050,6,Broward,Broward-33442,Deerfield Beach,"Deerfield Beach, Boca Raton",130,Broward-33442,Deerfield Beach,2729,2729,0.196754003,0.00182726
641,33444,1052,50,Palm Beach,Palm Beach-33444,Delray Beach,"Boca Raton, Delray Beach, Boynton Beach",797,Palm Beach-33444,Delray Beach,2065,2065,0.191607226,0.001215896
642,33445,1053,50,Palm Beach,Palm Beach-33445,Delray Beach,"Boca Raton, Delray Beach, Boynton Beach",798,Palm Beach-33445,Delray Beach,2474,2474,0.199578715,0.001880063
643,33446,1054,50,Palm Beach,Palm Beach-33446,Delray Beach,Delray Beach,799,Palm Beach-33446,"Delray Beach, Lake Worth, West Delray Beach",1826,1826,0.311980225,0.004546346
644,33449,1055,50,Palm Beach,Palm Beach-33449,Lake Worth,Wellington,800,Palm Beach-33449,"Lake Worth, Village Of Wellington, Wellington",700,700,0.276678524,0.003741172
645,33455,1056,43,Martin,Martin-33455,Hobe Sound,"Jupiter Island, Hobe Sound",661,Martin-33455,"Hobe Sound, Jupiter Island, University Of Central Fl",1281,1281,0.999467251,0.015802925
646,33458,1058,43,Martin,Martin-33458,Jupiter,Jupiter,662,Martin-33458,Jupiter,<5,-2,0.170327167,0.000996275
647,33458,1059,50,Palm Beach,Palm Beach-33458,Jupiter,"Jupiter, Palm Beach Gardens, Limestone Creek",801,Palm Beach-33458,"Jupiter, Orlando",4166,4166,0.290166184,0.003996639
648,33460,1060,50,Palm Beach,Palm Beach-33460,Lake Worth Beach,"Lantana, West Palm Beach, Lake Clarke Shores, Lake Worth",802,Palm Beach-33460,"Lake Worth, Lake Worth Beach",3066,3066,0.17335552,0.001248696
649,33461,1061,50,Palm Beach,Palm Beach-33461,Lake Worth,"Lantana, Palm Springs, Atlantis, Lake Clarke Shores, Lake Worth, Greenacres, Acacia Villas, Kenwood Estates",803,Palm Beach-33461,"Lake Worth, Lake Worth Beach, Palm Springs, Village Of Palm Springs",4495,4495,0.241153025,0.001823216
650,33462,1062,50,Palm Beach,Palm Beach-33462,Lake Worth,"Manalapan, Lantana, Atlantis, Hypoluxo, Lake Worth, South Palm Beach, Boynton Beach, Palm Beach, San Castle, Seminole Manor",804,Palm Beach-33462,"Atlantis, Hypoluxo, Lake Worth, Lantana, Manalapan",2793,2793,0.311275858,0.002360493
651,33463,1063,50,Palm Beach,Palm Beach-33463,Lake Worth,"Atlantis, Greenacres, Kenwood Estates",805,Palm Beach-33463,"Green Acres, Greenacres, Lake Worth, Orlando, Winter Park",5590,5590,0.25843387,0.002549541
652,33467,1064,50,Palm Beach,Palm Beach-33467,Lake Worth,"Wellington, Greenacres",806,Palm Beach-33467,"Boca Raton, Fort Mitchell, Green Acres, Greenacres, Lake Worth, North Canton, Wellington",4073,4073,0.286753117,0.004434501
653,33469,1065,43,Martin,Martin-33469,Jupiter,"Tequesta, Jupiter Island, Hobe Sound",663,Martin-33469,"Jupiter, Tequesta",28,28,0.26581423,0.0020264
654,33469,1066,50,Palm Beach,Palm Beach-33469,Jupiter,"Tequesta, Jupiter, Jupiter Inlet Colony",807,Palm Beach-33469,"Jupiter, Jupiter Inlet, Tequesta",935,935,0.142257329,0.000947014
655,33470,1068,50,Palm Beach,Palm Beach-33470,Loxahatchee,"Loxahatchee Groves, Royal Palm Beach, Wellington, Palm Beach Gardens, The Acreage",808,Palm Beach-33470,"City Of Westlake, Loxahatchee, Loxahatchee Groves, Orlando, Village Of Wellington, Village Wellington, Wellington, Westlake",2231,2231,1.762274557,0.104386216
656,33471,1069,22,Glades,Glades-33471,Moore Haven,"Moore Haven, Pioneer",380,Glades-33471,Moore Haven,846,846,3.007916038,0.121717627
657,33472,1072,50,Palm Beach,Palm Beach-33472,Boynton Beach,Boynton Beach,809,Palm Beach-33472,"Boynton Beach, Wellington",1065,1065,0.376380646,0.003131122
658,33473,1073,50,Palm Beach,Palm Beach-33473,Boynton Beach,Boynton Beach,810,Palm Beach-33473,Boynton Beach,514,514,0.279074467,0.001946119
659,33476,1074,50,Palm Beach,Palm Beach-33476,Pahokee,"Pahokee, Canal Point",811,Palm Beach-33476,Pahokee,802,802,0.403102524,0.004706611
660,33477,1075,50,Palm Beach,Palm Beach-33477,Jupiter,"Jupiter, Juno Beach, Jupiter Inlet Colony",812,Palm Beach-33477,Jupiter,625,625,0.220056796,0.001709193
661,33478,1076,43,Martin,Martin-33478,Jupiter,Jupiter Farms,664,Martin-33478,,0,0,0.348664,0.005396811
662,33478,1077,50,Palm Beach,Palm Beach-33478,Jupiter,"Jupiter, Palm Beach Gardens, Jupiter Farms, The Acreage",813,Palm Beach-33478,Jupiter,812,812,0.506895053,0.008808985
663,33480,1078,50,Palm Beach,Palm Beach-33480,Palm Beach,"Lantana, Lake Worth, South Palm Beach, Palm Beach",814,Palm Beach-33480,"Orlando, Palm Beach, South Palm Beach",574,574,0.422961003,0.001800944
664,33483,1079,50,Palm Beach,Palm Beach-33483,Delray Beach,"Briny Breezes, Boca Raton, Delray Beach, Gulf Stream, Boynton Beach, Highland Beach",815,Palm Beach-33483,"Delray Beach, Gulf Stream",1012,1012,0.219201958,0.001021031
665,33484,1080,50,Palm Beach,Palm Beach-33484,Delray Beach,Delray Beach,816,Palm Beach-33484,"Delray Beach, Palm Springs, West Delray Beach",1768,1768,0.171670693,0.001468007
666,33486,1082,50,Palm Beach,Palm Beach-33486,Boca Raton,"Deerfield Beach, Boca Raton",817,Palm Beach-33486,"Boca Raton, Maitland",2294,2294,0.164186616,0.001286022
667,33487,1083,50,Palm Beach,Palm Beach-33487,Boca Raton,"Boca Raton, Delray Beach, Highland Beach",818,Palm Beach-33487,"Boca Raton, Highland Beach, Lake Worth",1629,1629,0.199018265,0.001708531
668,33493,1084,50,Palm Beach,Palm Beach-33493,South Bay,South Bay,819,Palm Beach-33493,"Orlando, South Bay",800,800,0.614067991,0.01313176
669,33496,1085,50,Palm Beach,Palm Beach-33496,Boca Raton,Boca Raton,820,Palm Beach-33496,Boca Raton,1659,1659,0.228812691,0.002444937
670,33498,1086,50,Palm Beach,Palm Beach-33498,Boca Raton,Wellington,821,Palm Beach-33498,Boca Raton,973,973,0.262183948,0.002841279
671,33510,1087,29,Hillsborough,Hillsborough-33510,Brandon,"Brandon, East Lake-Orient Park, Mango, Seffner",421,Hillsborough-33510,"Brandon, Tampa",1968,1968,0.225463902,0.001983431
672,33511,1088,29,Hillsborough,Hillsborough-33511,Brandon,"Bloomingdale, Brandon, Riverview",422,Hillsborough-33511,"Brandon, Maitland, Orlando, Seffenner",4400,4400,0.356260008,0.003768228
673,33513,1091,60,Sumter,Sumter-33513,Bushnell,"Bushnell, Istachatta, Nobleton",1041,Sumter-33513,Bushnell,867,867,0.904360175,0.026492426
674,33514,1093,60,Sumter,Sumter-33514,Center Hill,"Center Hill, Wildwood",1042,Sumter-33514,Center Hill,160,160,0.51407695,0.00685637
675,33523,1094,27,Hernando,Hernando-33523,Dade City,"Lacoochee, Ridge Manor",399,Hernando-33523,Dade City,10,10,0.454362027,0.00197773
676,33523,1095,51,Pasco,Pasco-33523,Dade City,"Dade City, Dade City North, Lacoochee, Trilby",825,Pasco-33523,"Dade City, Ridge Manor",1185,1185,1.179440566,0.023442886
677,33525,1097,51,Pasco,Pasco-33525,Dade City,"St. Leo, San Antonio, Dade City, Connerton, Dade City North, Pasadena Hills",826,Pasco-33525,"Dade City, Wesley Chapel",1540,1540,1.372284449,0.028287895
678,33527,1100,29,Hillsborough,Hillsborough-33527,Dover,"Brandon, Dover, Fish Hawk, Thonotosassa, Valrico",423,Hillsborough-33527,Dover,1313,1313,0.613830573,0.00714454
679,33534,1101,29,Hillsborough,Hillsborough-33534,Gibsonton,"Apollo Beach, Gibsonton, Riverview",424,Hillsborough-33534,Gibsonton,1346,1346,0.571576769,0.003437148
680,33538,1104,60,Sumter,Sumter-33538,Lake Panasoffkee,"Bushnell, Lake Panasoffkee",1043,Sumter-33538,Lake Panasoffkee,269,269,0.903262398,0.019018136
681,33540,1105,29,Hillsborough,Hillsborough-33540,Zephyrhills,Crystal Springs,425,Hillsborough-33540,,0,0,0.266733739,0.000970224
682,33540,1106,51,Pasco,Pasco-33540,Zephyrhills,"Zephyrhills, Crystal Springs, Pasadena Hills, Zephyrhills North, Zephyrhills South",827,Pasco-33540,Zephyrhills,571,571,0.596229735,0.008076982
683,33541,1109,51,Pasco,Pasco-33541,Zephyrhills,"Zephyrhills, Pasadena Hills, Wesley Chapel, Zephyrhills South, Zephyrhills West",828,Pasco-33541,"8852 Teacher Ln, Zephyrhills",1511,1511,0.470436124,0.00494221
684,33542,1110,51,Pasco,Pasco-33542,Zephyrhills,"Zephyrhills, Pasadena Hills, Zephyrhills North, Zephyrhills South, Zephyrhills West",829,Pasco-33542,"Wesley Chapel, Zephyrhills",1277,1277,0.262083124,0.002583683
685,33543,1112,51,Pasco,Pasco-33543,Wesley Chapel,"Tampa, Pasadena Hills, Wesley Chapel",830,Pasco-33543,"Maitland, Orlando, Wesley Chapel, Zephyrhills",2122,2122,0.344011055,0.006285493
686,33544,1114,51,Pasco,Pasco-33544,Wesley Chapel,"Tampa, Wesley Chapel",831,Pasco-33544,"Maitland, Wesley Chapel, Zephyrhills",1688,1688,0.522402697,0.00688227
687,33545,1115,51,Pasco,Pasco-33545,Wesley Chapel,"Pasadena Hills, Wesley Chapel",832,Pasco-33545,"Innovation, Wesley Chapel, Zephyrhills",1332,1332,0.406795931,0.00642851
688,33547,1116,29,Hillsborough,Hillsborough-33547,Lithia,"Bloomingdale, Fish Hawk, Riverview, Valrico",426,Hillsborough-33547,Lithia,1627,1627,1.080374578,0.03666297
689,33547,1118,53,Polk,Polk-33547,Lithia,Mulberry,901,Polk-33547,,0,0,0.485713316,0.000980916
690,33548,1119,29,Hillsborough,Hillsborough-33548,Lutz,"Cheval, Lake Magdalene, Lutz, Northdale",427,Hillsborough-33548,"Lutz, Orlando",506,506,0.281353597,0.001895321
691,33548,1120,51,Pasco,Pasco-33548,Lutz,"Land O' Lakes, Lutz",833,Pasco-33548,Lutz,<5,-2,0.050461475,7.84E-05
692,33549,1121,29,Hillsborough,Hillsborough-33549,Lutz,"Lake Magdalene, Land O' Lakes, Lutz, University",428,Hillsborough-33549,"Lutz, Sun City Center, Tampa",977,977,0.275317043,0.002647024
693,33549,1122,51,Pasco,Pasco-33549,Lutz,"Land O' Lakes, Lutz",834,Pasco-33549,Lutz,56,56,0.108927578,0.000586489
694,33556,1123,29,Hillsborough,Hillsborough-33556,Odessa,"Citrus Park, East Lake, Keystone, Northdale, Odessa, Trinity, Westchase",429,Hillsborough-33556,"Odessa, Tampa",1880,1880,0.446365651,0.008665489
695,33556,1124,51,Pasco,Pasco-33556,Odessa,"Keystone, Odessa, Trinity",835,Pasco-33556,"New Port Richey, Odessa",157,157,0.329076819,0.002145986
696,33558,1126,29,Hillsborough,Hillsborough-33558,Lutz,"Cheval, Citrus Park, Keystone, Lutz, Northdale, Odessa",430,Hillsborough-33558,Lutz,1709,1709,0.330449469,0.003227803
697,33558,1127,51,Pasco,Pasco-33558,Lutz,"Keystone, Land O' Lakes, Lutz, Odessa",836,Pasco-33558,Lutz,39,39,0.185693089,0.001559262
698,33559,1128,29,Hillsborough,Hillsborough-33559,Lutz,"Tampa, Land O' Lakes, Lutz, University, Wesley Chapel",431,Hillsborough-33559,Lutz,924,924,0.265547594,0.001825294
699,33559,1129,51,Pasco,Pasco-33559,Lutz,"Land O' Lakes, Lutz, Wesley Chapel",837,Pasco-33559,Lutz,40,40,0.199342641,0.001221196
700,33563,1130,29,Hillsborough,Hillsborough-33563,Plant City,Plant City,432,Hillsborough-33563,Plant City,2364,2364,0.363742129,0.003160565
701,33565,1131,29,Hillsborough,Hillsborough-33565,Plant City,"Plant City, Crystal Springs, Thonotosassa",433,Hillsborough-33565,"Plant City, Tampa",1044,1044,1.028274221,0.019303694
702,33566,1134,29,Hillsborough,Hillsborough-33566,Plant City,"Lakeland, Plant City, Dover",434,Hillsborough-33566,Plant City,1782,1782,0.634223332,0.006449503
703,33567,1135,29,Hillsborough,Hillsborough-33567,Plant City,"Plant City, Fish Hawk",435,Hillsborough-33567,Plant City,887,887,0.54946434,0.010955914
704,33569,1136,29,Hillsborough,Hillsborough-33569,Riverview,"Bloomingdale, Fish Hawk, Riverview",436,Hillsborough-33569,"Orlando, Riverview",1763,1763,0.335106514,0.003407853
705,33570,1137,29,Hillsborough,Hillsborough-33570,Ruskin,"Apollo Beach, Ruskin, Sun City Center",437,Hillsborough-33570,"Apollo Beach, Maitland, Ruskin",2677,2677,1.859777809,0.01176735
706,33572,1140,29,Hillsborough,Hillsborough-33572,Apollo Beach,"Apollo Beach, Gibsonton, Riverview, Ruskin",438,Hillsborough-33572,"Apollo Beach, Apopka, Ruskin",1349,1349,0.792296727,0.002768802
707,33573,1141,29,Hillsborough,Hillsborough-33573,Sun City Center,"Apollo Beach, Riverview, Ruskin, Sun City Center",439,Hillsborough-33573,"Ruskin, Sun City Center, Tampa",1718,1718,0.339824505,0.004380054
708,33576,1142,51,Pasco,Pasco-33576,San Antonio,"St. Leo, San Antonio, Pasadena Hills",838,Pasco-33576,"Innovation, San Antonio",263,263,0.5366392,0.004838048
709,33578,1143,29,Hillsborough,Hillsborough-33578,Riverview,"Apollo Beach, Bloomingdale, Brandon, Gibsonton, Palm River-Clair Mel, Progress Village, Riverview",440,Hillsborough-33578,"Riverview, Tampa",4061,4061,0.583493881,0.004729036
710,33579,1144,29,Hillsborough,Hillsborough-33579,Riverview,"Apollo Beach, Balm, Fish Hawk, Riverview",441,Hillsborough-33579,"Riverview, Sun City Center",2689,2689,0.333059663,0.005122494
711,33584,1145,29,Hillsborough,Hillsborough-33584,Seffner,"Brandon, East Lake-Orient Park, Mango, Seffner, Thonotosassa",442,Hillsborough-33584,Seffner,1742,1742,0.483622132,0.004953584
712,33585,1147,60,Sumter,Sumter-33585,Sumterville,"Bushnell, Wildwood, Coleman, The Villages",1044,Sumter-33585,Sumterville,134,134,0.696069052,0.010805388
713,33592,1148,29,Hillsborough,Hillsborough-33592,Thonotosassa,"Tampa, Thonotosassa, Wesley Chapel",443,Hillsborough-33592,"Plant City, Thonotosassa",703,703,0.723210086,0.012087449
714,33594,1149,29,Hillsborough,Hillsborough-33594,Valrico,"Brandon, Valrico",444,Hillsborough-33594,"Orlando, Valrico",2267,2267,0.235142795,0.00228243
715,33596,1150,29,Hillsborough,Hillsborough-33596,Valrico,"Bloomingdale, Brandon, Fish Hawk, Riverview, Valrico",445,Hillsborough-33596,"Maitland, Orlando, Valrico",1654,1654,0.318575274,0.00344462
716,33597,1151,27,Hernando,Hernando-33597,Webster,"Lacoochee, Ridge Manor",400,Hernando-33597,Webster,15,15,0.63914831,0.00894875
717,33597,1153,51,Pasco,Pasco-33597,Webster,Lacoochee,839,Pasco-33597,Webster,<5,-2,0.51118598,0.003058768
718,33597,1155,60,Sumter,Sumter-33597,Webster,"Center Hill, Bushnell, Webster",1045,Sumter-33597,"Ridge Manor Estates, Webster",365,365,1.287365496,0.039716654
719,33598,1156,29,Hillsborough,Hillsborough-33598,Wimauma,"Apollo Beach, Balm, Riverview, Ruskin, Sun City Center, Wimauma",446,Hillsborough-33598,"Wimauma, Wimaumna",2172,2172,0.907330851,0.02059363
720,33598,1157,41,Manatee,Manatee-33598,Wimauma,Wimauma,608,Manatee-33598,Wimauma,<5,-2,0.532459427,0.00370125
721,33602,1158,29,Hillsborough,Hillsborough-33602,Tampa,Tampa,447,Hillsborough-33602,"Orlando, Tampa, Winter Garden",1802,1802,0.177113313,0.00070413
722,33603,1159,29,Hillsborough,Hillsborough-33603,Tampa,"Tampa, Egypt Lake-Leto",448,Hillsborough-33603,"Orlando, Tampa",1610,1610,0.156141437,0.000995958
723,33604,1160,29,Hillsborough,Hillsborough-33604,Tampa,"Tampa, Egypt Lake-Leto",449,Hillsborough-33604,"Orlando, Tampa",2781,2781,0.247817477,0.001825474
724,33605,1161,29,Hillsborough,Hillsborough-33605,Tampa,Tampa,450,Hillsborough-33605,"Tampa, Ybor City",1527,1527,0.280738458,0.002419007
725,33606,1162,29,Hillsborough,Hillsborough-33606,Tampa,Tampa,451,Hillsborough-33606,"Orlando, Tampa, University Of Tampa, Windermere",2346,2346,0.261132429,0.000806936
726,33607,1163,29,Hillsborough,Hillsborough-33607,Tampa,Tampa,452,Hillsborough-33607,"Orlando, Rocky Point, Tampa",3325,3325,0.564053118,0.00236433
727,33609,1164,29,Hillsborough,Hillsborough-33609,Tampa,Tampa,453,Hillsborough-33609,Tampa,1601,1601,0.255147679,0.00100341
728,33610,1165,29,Hillsborough,Hillsborough-33610,Tampa,"Tampa, East Lake-Orient Park, Mango, Thonotosassa",454,Hillsborough-33610,Tampa,3612,3612,0.426491944,0.004525446
729,33611,1166,29,Hillsborough,Hillsborough-33611,Tampa,Tampa,455,Hillsborough-33611,"Tampa, University Of Central Fl, University Of Central Florida",2490,2490,0.299310457,0.001573861
730,33612,1167,29,Hillsborough,Hillsborough-33612,Tampa,"Tampa, Carrollwood, Lake Magdalene, University",456,Hillsborough-33612,"Maitland, Orlando, Tampa",3603,3603,0.262741351,0.002446907
731,33613,1168,29,Hillsborough,Hillsborough-33613,Tampa,"Tampa, Lake Magdalene, Lutz, University",457,Hillsborough-33613,"Orlando, Tampa",3303,3303,0.372622244,0.00181777
732,33614,1169,29,Hillsborough,Hillsborough-33614,Tampa,"Tampa, Carrollwood, Egypt Lake-Leto, Town 'n' Country",458,Hillsborough-33614,"Orlando, Tampa",5651,5651,0.225082138,0.002411042
733,33615,1170,29,Hillsborough,Hillsborough-33615,Tampa,"Tampa, Citrus Park, Town 'n' Country",459,Hillsborough-33615,"Rocky Point, Tampa, Town N Country, University Of Central Fl",4680,4680,0.401597285,0.002445532
734,33616,1171,29,Hillsborough,Hillsborough-33616,Tampa,Tampa,460,Hillsborough-33616,Tampa,1129,1129,0.312049598,0.000936122
735,33617,1172,29,Hillsborough,Hillsborough-33617,Tampa,"Tampa, Temple Terrace, East Lake-Orient Park",461,Hillsborough-33617,"Tampa, Temple Terrace",2893,2893,0.288051025,0.002454553
736,33618,1173,29,Hillsborough,Hillsborough-33618,Tampa,"Tampa, Carrollwood, Egypt Lake-Leto, Lake Magdalene, Lutz, Northdale",462,Hillsborough-33618,"Carrollwood, Tampa",1931,1931,0.332295392,0.002253785
737,33619,1174,29,Hillsborough,Hillsborough-33619,Tampa,"Tampa, Brandon, East Lake-Orient Park, Palm River-Clair Mel, Progress Village",463,Hillsborough-33619,"Clair-mel City, Orlando, Tampa",3601,3601,0.62562696,0.007843011
738,33620,1175,29,Hillsborough,Hillsborough-33620,Tampa,Tampa,464,Hillsborough-33620,"Tampa, University Of South Florida",366,366,0.086173358,0.00022544
739,33621,1176,29,Hillsborough,Hillsborough-33621,Tampa,Tampa,465,Hillsborough-33621,Tampa,90,90,0.220425884,0.002089859
740,33624,1177,29,Hillsborough,Hillsborough-33624,Tampa,"Carrollwood, Citrus Park, Egypt Lake-Leto, Northdale",466,Hillsborough-33624,"Northdale, Orlando, Tampa, University Of Central Fl",2893,2893,0.295710038,0.002301298
741,33625,1178,29,Hillsborough,Hillsborough-33625,Tampa,"Carrollwood, Citrus Park, Keystone, Northdale, Town 'n' Country, Westchase",467,Hillsborough-33625,"Carrollwood, Gibsonton, Lutz, Tampa",2302,2302,0.22175195,0.002242011
742,33626,1179,29,Hillsborough,Hillsborough-33626,Tampa,"Oldsmar, Citrus Park, East Lake, Keystone, Town 'n' Country, Westchase",468,Hillsborough-33626,"Northdale, Orlando, Tampa, University Of Central Fl, Westchase",1932,1932,0.259778359,0.003125809
743,33629,1181,29,Hillsborough,Hillsborough-33629,Tampa,Tampa,469,Hillsborough-33629,"Palma Ceia, Tampa, University Of Central Fl",2001,2001,0.30598732,0.00112392
744,33634,1182,29,Hillsborough,Hillsborough-33634,Tampa,"Tampa, Carrollwood, Citrus Park, Egypt Lake-Leto, Town 'n' Country",470,Hillsborough-33634,"Rocky Point, Tampa",2211,2211,0.309062808,0.002060507
745,33635,1183,29,Hillsborough,Hillsborough-33635,Tampa,"Oldsmar, Citrus Park, Town 'n' Country, Westchase",471,Hillsborough-33635,Tampa,1263,1263,0.442570795,0.001619439
746,33637,1184,29,Hillsborough,Hillsborough-33637,Tampa,"Tampa, Temple Terrace, East Lake-Orient Park, Thonotosassa",472,Hillsborough-33637,"Tampa, Temple Terrace",1210,1210,0.260351334,0.001829698
747,33647,1185,29,Hillsborough,Hillsborough-33647,Tampa,"Tampa, Lutz, Pebble Creek, University, Wesley Chapel",473,Hillsborough-33647,"Maitland, Orlando, Tampa, Tampa Palms, Thonotosassa, University Of Central Fl",3693,3693,0.532422603,0.009552284
748,33701,1187,52,Pinellas,Pinellas-33701,Saint Petersburg,St. Petersburg,854,Pinellas-33701,Saint Petersburg,1902,1902,0.206210836,0.000623426
749,33702,1188,52,Pinellas,Pinellas-33702,Saint Petersburg,"Pinellas Park, St. Petersburg, Lealman",855,Pinellas-33702,"Lealman, Orlando, Saint Petersburg",2074,2074,0.853885188,0.00247952
750,33703,1189,52,Pinellas,Pinellas-33703,Saint Petersburg,"St. Petersburg, Lealman",856,Pinellas-33703,"Orlando, Saint Petersburg",1625,1625,0.524192336,0.001223426
751,33704,1190,52,Pinellas,Pinellas-33704,Saint Petersburg,St. Petersburg,857,Pinellas-33704,"Saint Petersburg, University Of Central Florida",949,949,0.300408722,0.000823337
752,33705,1191,52,Pinellas,Pinellas-33705,Saint Petersburg,St. Petersburg,858,Pinellas-33705,Saint Petersburg,2558,2558,0.4229921,0.00153689
753,33706,1192,52,Pinellas,Pinellas-33706,Saint Petersburg,"Madeira Beach, St. Pete Beach, South Pasadena, Treasure Island, St. Petersburg",859,Pinellas-33706,"Pass-a-grille, Pass-a-grille Beach, Saint Pete Beach, Saint Petersburg, Treasure Island",1006,1006,0.881769497,0.000895114
754,33707,1193,52,Pinellas,Pinellas-33707,Saint Petersburg,"Gulfport, St. Pete Beach, South Pasadena, Treasure Island, St. Petersburg, Bear Creek",860,Pinellas-33707,"Gulfport, Pasadena, Saint Pete Beach, Saint Petersburg, South Pasadena",1655,1655,0.484527393,0.001286054
755,33708,1194,52,Pinellas,Pinellas-33708,Saint Petersburg,"Indian Shores, Madeira Beach, North Redington Beach, Redington Shores, Redington Beach, Seminole, Bay Pines",861,Pinellas-33708,"Johns Pass Village, Madeira Beach, North Redington Beach, Redington Beach, Redington Shores, Saint Petersburg",937,937,0.730110784,0.000997497
756,33709,1195,52,Pinellas,Pinellas-33709,Saint Petersburg,"Kenneth City, Pinellas Park, St. Petersburg, Seminole, Lealman, West Lealman",862,Pinellas-33709,"Kenneth City, Orlando, Saint Petersburg",1821,1821,0.221346282,0.001274164
757,33710,1196,52,Pinellas,Pinellas-33710,Saint Petersburg,"St. Petersburg, West Lealman",863,Pinellas-33710,"Largo, Saint Petersburg",2319,2319,0.18859485,0.001885373
758,33711,1198,52,Pinellas,Pinellas-33711,Saint Petersburg,"Gulfport, St. Petersburg",864,Pinellas-33711,"Gulfport, Saint Petersburg",1506,1506,0.484367842,0.001203314
759,33712,1199,52,Pinellas,Pinellas-33712,Saint Petersburg,St. Petersburg,865,Pinellas-33712,Saint Petersburg,2159,2159,0.228751492,0.001550444
760,33713,1200,52,Pinellas,Pinellas-33713,Saint Petersburg,"St. Petersburg, Lealman",866,Pinellas-33713,"Orlando, Saint Petersburg",2142,2142,0.165886709,0.001594955
761,33714,1201,52,Pinellas,Pinellas-33714,Saint Petersburg,"Pinellas Park, St. Petersburg, Lealman",867,Pinellas-33714,"Lealman, Saint Petersburg",1230,1230,0.13614014,0.000967834
762,33715,1203,52,Pinellas,Pinellas-33715,Saint Petersburg,"St. Pete Beach, St. Petersburg, Tierra Verde",868,Pinellas-33715,"Saint Petersburg, Tierra Verde",450,450,0.917349632,0.001035928
763,33716,1204,52,Pinellas,Pinellas-33716,Saint Petersburg,"Pinellas Park, St. Petersburg",869,Pinellas-33716,"Orlando, Saint Petersburg",1483,1483,0.332084655,0.001889001
764,33755,1205,52,Pinellas,Pinellas-33755,Clearwater,"Clearwater, Dunedin",870,Pinellas-33755,Clearwater,2034,2034,0.166528448,0.001233198
765,33756,1206,52,Pinellas,Pinellas-33756,Clearwater,"Belleair, Belleair Bluffs, Clearwater, Largo",871,Pinellas-33756,"Belleair, Clearwater, Orlando",3090,3090,0.269222884,0.001781786
766,33759,1208,52,Pinellas,Pinellas-33759,Clearwater,"Clearwater, Safety Harbor",872,Pinellas-33759,Clearwater,1300,1300,0.347325002,0.001412066
767,33760,1209,52,Pinellas,Pinellas-33760,Clearwater,"Clearwater, Pinellas Park, Largo, Feather Sound, South Highpoint",873,Pinellas-33760,"Clearwater, Orlando",1223,1223,0.19304054,0.001354917
768,33761,1210,52,Pinellas,Pinellas-33761,Clearwater,"Clearwater, Safety Harbor, Dunedin, Palm Harbor",874,Pinellas-33761,Clearwater,1071,1071,0.135954471,0.001110069
769,33762,1211,52,Pinellas,Pinellas-33762,Clearwater,"Pinellas Park, Largo, St. Petersburg, Feather Sound",875,Pinellas-33762,"Clearwater, Orlando",526,526,0.383895646,0.001738517
770,33763,1212,52,Pinellas,Pinellas-33763,Clearwater,"Clearwater, Dunedin, Greenbriar",876,Pinellas-33763,Clearwater,1030,1030,0.168268044,0.000849745
771,33764,1213,52,Pinellas,Pinellas-33764,Clearwater,"Clearwater, Largo, South Highpoint",877,Pinellas-33764,"Clearwater, Orlando",1849,1849,0.350824805,0.001690813
772,33765,1214,52,Pinellas,Pinellas-33765,Clearwater,Clearwater,878,Pinellas-33765,Clearwater,1107,1107,0.138171177,0.000980829
773,33767,1215,52,Pinellas,Pinellas-33767,Clearwater Beach,"Clearwater, Dunedin",879,Pinellas-33767,"Clearwater, Clearwater Beach",559,559,0.50516441,0.000492121
774,33770,1216,52,Pinellas,Pinellas-33770,Largo,"Belleair, Belleair Bluffs, Largo, Harbor Bluffs, Ridgecrest",880,Pinellas-33770,"Belleair Bluffs, Largo",1627,1627,0.270170392,0.001197548
775,33771,1217,52,Pinellas,Pinellas-33771,Largo,"Pinellas Park, Largo",881,Pinellas-33771,Largo,1982,1982,0.226804407,0.001377139
776,33772,1218,52,Pinellas,Pinellas-33772,Seminole,"Seminole, Bay Pines",882,Pinellas-33772,"Seminole, University Of Central Florida",1513,1513,0.207969237,0.001336349
777,33773,1219,52,Pinellas,Pinellas-33773,Largo,"Pinellas Park, Largo, Bardmoor",883,Pinellas-33773,Largo,1362,1362,0.203289849,0.001549254
