OBJECTID,ZIP,OBJECTID_1,DEPCODE,COUNTYNAME,FieldMatch,POName,Places,OBJECTID_12,ZIPX,c_places,Cases_1,LabelY,Shape__Area,Shape__Length
174,32331,378,62,Taylor,Taylor-32331,Greenville,Greenville,1056,Taylor-32331,,0,0,0.0176131982602783,0.907925064049737
175,32332,379,20,Gadsden,Gadsden-32332,Gretna,Gretna,370,Gadsden-32332,Gretna,26,26,0.00082167475670758,0.191454430351126
176,32333,381,20,Gadsden,Gadsden-32333,Havana,"Havana, Midway",371,Gadsden-32333,Havana,67,67,0.0259595600305147,1.02302169205033
177,32334,386,39,Liberty,Liberty-32334,Hosford,Hosford,601,Liberty-32334,Hosford,18,18,0.115562472222791,2.35091939875448
178,32336,388,33,Jefferson,Jefferson-32336,Lamont,Lamont,504,Jefferson-32336,Lamont,6,6,0.0554781361749974,2.05796421625348
179,32336,389,40,Madison,Madison-32336,Lamont,Lamont,605,Madison-32336,,0,0,0.00709509764669747,0.579375518438723
180,32336,390,62,Taylor,Taylor-32336,Lamont,Lamont,1057,Taylor-32336,Lamont,<5,-2,0.00989804762434687,1.14638908649484
181,32340,394,40,Madison,Madison-32340,Madison,"Lee, Madison",606,Madison-32340,Madison,302,302,0.0636644261812762,1.92750348833665
182,32343,396,20,Gadsden,Gadsden-32343,Midway,Midway,372,Gadsden-32343,Midway,48,48,0.00259857541232122,0.411332043113837
183,32344,399,33,Jefferson,Jefferson-32344,Monticello,"Monticello, Aucilla, Lloyd, Wacissa, Waukeenah",505,Jefferson-32344,Monticello,82,82,0.0799155690135649,2.03886985569575
184,32346,403,19,Franklin,Franklin-32346,Panacea,Panacea,366,Franklin-32346,,0,0,0.00613589462864184,1.06948520562529
185,32346,404,65,Wakulla,Wakulla-32346,Panacea,Panacea,1097,Wakulla-32346,"Alligator Point, Panacea",<5,-2,0.00441717349553983,1.58205987814915
186,32347,408,62,Taylor,Taylor-32347,Perry,Perry,1058,Taylor-32347,Perry,46,46,0.108665455738219,3.1680925491183
187,32348,410,62,Taylor,Taylor-32348,Perry,Perry,1059,Taylor-32348,Perry,80,80,0.0986705177585918,2.5165028803613
188,32350,413,40,Madison,Madison-32350,Pinetta,Pinetta,607,Madison-32350,Pinetta,7,7,0.0111374400212299,0.607304743977096
189,32351,414,20,Gadsden,Gadsden-32351,Quincy,"Gretna, Quincy, Greensboro, Midway",373,Gadsden-32351,Quincy,350,350,0.0584535996688373,1.8209548023711
190,32352,419,20,Gadsden,Gadsden-32352,Quincy,"Gretna, Quincy",374,Gadsden-32352,Quincy,74,74,0.0247246018266196,0.858563547246579
191,32355,420,65,Wakulla,Wakulla-32355,Saint Marks,St. Marks,1098,Wakulla-32355,Saint Marks,<5,-2,0.000247289766093672,0.0728156669950258
192,32356,422,62,Taylor,Taylor-32356,Salem,Salem,1060,Taylor-32356,Salem,<5,-2,0.00908580360010092,0.484244173468143
193,32358,423,19,Franklin,Franklin-32358,Sopchoppy,Sopchoppy,367,Franklin-32358,,0,0,0.00305994105906393,0.496542247519099
194,32358,426,65,Wakulla,Wakulla-32358,Sopchoppy,Sopchoppy,1099,Wakulla-32358,Sopchoppy,9,9,0.0592621445939585,1.57903429566769
195,32359,427,15,Dixie,Dixie-32359,Steinhatchee,Steinhatchee,296,Dixie-32359,Steinhatchee,<5,-2,0.0232049040996571,2.00003588690855
196,32359,429,62,Taylor,Taylor-32359,Steinhatchee,Steinhatchee,1061,Taylor-32359,"Jena, Steinhatchee",15,15,0.0101629467317252,0.596879957521318
197,32360,430,39,Liberty,Liberty-32360,Telogia,Telogia,602,Liberty-32360,,0,0,3.28094110955135e-05,0.0222676594475509
198,32399,431,37,Leon,Leon-32399,Tallahassee,Tallahassee,587,Leon-32399,Tallahassee,24,24,1.74677966242598e-05,0.0232389406028155
199,32401,432,3,Bay,Bay-32401,Panama City,"Panama City, Parker, Springfield, Cedar Grove",27,Bay-32401,"Panama City, Panama City Beach",271,271,0.00275954203607398,0.46621560147491
200,32403,433,3,Bay,Bay-32403,Panama City,Tyndall AFB,28,Bay-32403,"Panama City, Tyndall Air Force Base",5,5,0.0149884041502446,2.13383131523525
201,32404,434,3,Bay,Bay-32404,Panama City,"Panama City, Parker, Springfield, Callaway, Lynn Haven, Tyndall AFB",29,Bay-32404,"Callaway, Panama City, Parker",271,271,0.0502792216639136,1.8539964292216
202,32405,437,3,Bay,Bay-32405,Panama City,"Panama City, Springfield, Lynn Haven, Cedar Grove, Pretty Bayou",30,Bay-32405,Panama City,289,289,0.00453326558522349,0.604679030142481
203,32407,438,3,Bay,Bay-32407,Panama City Beach,"Panama City Beach, Upper Grand Lagoon",31,Bay-32407,"Panama City, Panama City Beach",113,113,0.00507875172297645,0.714101922276443
204,32408,439,3,Bay,Bay-32408,Panama City,"Panama City Beach, Lower Grand Lagoon, Upper Grand Lagoon",32,Bay-32408,"Panama City, Panama City Beach",116,116,0.00288846003536491,0.568048863698668
205,32409,440,3,Bay,Bay-32409,Panama City,Lynn Haven,33,Bay-32409,"Panama City, Southport",56,56,0.0382672406378788,1.41007833861632
206,32413,442,3,Bay,Bay-32413,Panama City Beach,"Panama City Beach, Laguna Beach",34,Bay-32413,"Inlet Beach, Panama City, Panama City Beach, Seacrest, Watersound",70,70,0.0226720307930464,0.857298301657008
207,32420,447,32,Jackson,Jackson-32420,Alford,Alford,490,Jackson-32420,Alford,14,14,0.0139047475274765,0.705977323109649
208,32420,448,67,Washington,Washington-32420,Alford,Alford,1112,Washington-32420,,0,0,0.000599203572164697,0.129949715403265
209,32421,450,7,Calhoun,Calhoun-32421,Altha,Altha,133,Calhoun-32421,Altha,42,42,0.0376246876273854,1.56683047623874
210,32423,453,32,Jackson,Jackson-32423,Bascom,"Malone, Bascom",491,Jackson-32423,Bascom,5,5,0.0173374047869856,0.953302176731635
211,32424,454,7,Calhoun,Calhoun-32424,Blountstown,Blountstown,134,Calhoun-32424,Blountstown,114,114,0.0379023065045203,1.48231825143042
212,32425,458,30,Holmes,Holmes-32425,Bonifay,"Caryville, Esto, Noma, Bonifay",476,Holmes-32425,Bonifay,215,215,0.0579533231086771,1.20637646962232
213,32425,460,67,Washington,Washington-32425,Bonifay,"Caryville, Bonifay",1113,Washington-32425,Bonifay,<5,-2,0.00954547852575161,0.813918682432769
214,32426,462,32,Jackson,Jackson-32426,Campbellton,"Campbellton, Jacob City",492,Jackson-32426,Campbellton,<5,-2,0.0113140396219933,0.608221228295784
215,32427,465,67,Washington,Washington-32427,Caryville,"Caryville, Westville",1114,Washington-32427,Caryville,7,7,0.0129435066241967,0.801515455819019
216,32428,468,32,Jackson,Jackson-32428,Chipley,Chipley,493,Jackson-32428,,0,0,0.000640664383809053,0.312965001800343
217,32428,469,67,Washington,Washington-32428,Chipley,"Chipley, Wausau",1115,Washington-32428,"Chipley, Sunny Hills",159,159,0.0706562671055053,1.7129410595342
218,32430,470,7,Calhoun,Calhoun-32430,Clarksville,Clarksville,135,Calhoun-32430,Clarksville,8,8,0.0178889249727945,0.976438849394178
219,32431,471,32,Jackson,Jackson-32431,Cottondale,"Cottondale, Alford, Jacob City",494,Jackson-32431,Cottondale,25,25,0.0213729765177959,1.01576152762868
220,32431,472,67,Washington,Washington-32431,Cottondale,Cottondale,1116,Washington-32431,,0,0,0.00426577379789705,0.380380807018818
221,32433,476,66,Walton,Walton-32433,Defuniak Springs,"Paxton, DeFuniak Springs",1100,Walton-32433,Defuniak Springs,153,153,0.0663964765465153,2.11813045919054
222,32435,479,66,Walton,Walton-32435,Defuniak Springs,"DeFuniak Springs, Freeport",1101,Walton-32435,Defuniak Springs,95,95,0.0671163785962108,1.74264394107209
223,32437,480,3,Bay,Bay-32437,Ebro,Ebro,35,Bay-32437,,0,0,0.0036130833216248,0.458796618741672
224,32437,482,67,Washington,Washington-32437,Ebro,Ebro,1117,Washington-32437,Ebro,<5,-2,0.00427480990651929,0.496677072318708
225,32438,483,3,Bay,Bay-32438,Fountain,Fountain,36,Bay-32438,Fountain,10,10,0.0120167329903325,0.502357980851589
226,32438,484,7,Calhoun,Calhoun-32438,Fountain,Fountain,136,Calhoun-32438,,0,0,0.00233049495727755,0.31472236043709
227,32438,486,67,Washington,Washington-32438,Fountain,Fountain,1118,Washington-32438,,0,0,0.000481664060089315,0.201106001535981
228,32439,487,66,Walton,Walton-32439,Freeport,Freeport,1102,Walton-32439,Freeport,58,58,0.0381994744095664,1.56629817004712
229,32440,489,30,Holmes,Holmes-32440,Graceville,Graceville,477,Holmes-32440,Graceville,<5,-2,0.00704634183489361,0.62049776728853
230,32440,490,32,Jackson,Jackson-32440,Graceville,"Campbellton, Graceville",495,Jackson-32440,Graceville,87,87,0.0187699048883587,0.79463297541649
231,32442,492,7,Calhoun,Calhoun-32442,Grand Ridge,Grand Ridge,137,Calhoun-32442,,0,0,0.00253783264679441,0.27155340492702
232,32442,494,32,Jackson,Jackson-32442,Grand Ridge,"Sneads, Grand Ridge",496,Jackson-32442,Grand Ridge,19,19,0.0215709695164605,1.17212262685647
233,32443,496,32,Jackson,Jackson-32443,Greenwood,Greenwood,497,Jackson-32443,Greenwood,38,38,0.0141721775960377,0.785635892318381
234,32444,497,3,Bay,Bay-32444,Lynn Haven,"Panama City, Lynn Haven",37,Bay-32444,Lynn Haven,151,151,0.00275242230873118,0.494733659106842
235,32445,499,32,Jackson,Jackson-32445,Malone,Malone,498,Jackson-32445,Malone,15,15,0.00471396793454915,0.358008894047252
236,32446,500,32,Jackson,Jackson-32446,Marianna,"Greenwood, Marianna, Jacob City",499,Jackson-32446,Marianna,178,178,0.0418944016159912,1.68601559872403
237,32448,502,32,Jackson,Jackson-32448,Marianna,"Cottondale, Marianna",500,Jackson-32448,Marianna,70,70,0.047331645199165,1.38854018448221
238,32449,504,7,Calhoun,Calhoun-32449,Wewahitchka,Wewahitchka,138,Calhoun-32449,"Kinard, Wewahitchka",7,7,0.0240569022309955,0.81623984214752
239,32455,506,30,Holmes,Holmes-32455,Ponce De Leon,"Ponce de Leon, Westville",478,Holmes-32455,Ponce De Leon,5,5,0.0178107438769075,0.999116187835167
240,32455,507,66,Walton,Walton-32455,Ponce De Leon,Ponce de Leon,1103,Walton-32455,Ponce De Leon,<5,-2,0.0339088397529395,1.9278389895949
241,32456,509,3,Bay,Bay-32456,Port Saint Joe,Mexico Beach,38,Bay-32456,,0,0,0.000809283025546392,0.279485463968247
242,32456,511,23,Gulf,Gulf-32456,Port Saint Joe,"Mexico Beach, Port St. Joe",385,Gulf-32456,Port Saint Joe,57,57,0.0515764102415233,2.29614250436268
243,32459,513,66,Walton,Walton-32459,Santa Rosa Beach,Miramar Beach,1104,Walton-32459,"Point Washington, Santa Rosa Beach",176,176,0.0170668541850318,1.26283824855876
244,32460,516,32,Jackson,Jackson-32460,Sneads,"Sneads, Chattahoochee",501,Jackson-32460,Sneads,184,184,0.0199538445131111,1.10377829590795
245,32461,518,66,Walton,Walton-32461,Inlet Beach,Inlet Beach,1105,Walton-32461,"Inlet Beach, Seacrest, Watersound",21,21,0.00162765581785607,0.254009174338475
246,32462,519,3,Bay,Bay-32462,Vernon,Vernon,39,Bay-32462,,0,0,0.000344000613267781,0.368658638372082
247,32462,520,66,Walton,Walton-32462,Vernon,Vernon,1106,Walton-32462,,0,0,0.00573108720732307,0.803303987218403
248,32462,521,67,Washington,Washington-32462,Vernon,Vernon,1119,Washington-32462,Vernon,28,28,0.0438473317435637,1.76481111842733
249,32464,522,30,Holmes,Holmes-32464,Westville,"Caryville, Ponce de Leon, Westville",479,Holmes-32464,Westville,6,6,0.0366105104371854,1.46438362695374
250,32464,523,66,Walton,Walton-32464,Westville,Westville,1107,Walton-32464,Westville,<5,-2,0.00582821606917605,0.615473780634091
251,32465,527,19,Franklin,Franklin-32465,Wewahitchka,Wewahitchka,368,Franklin-32465,,0,0,0.00270241298380824,0.502544296770305
252,32465,528,23,Gulf,Gulf-32465,Wewahitchka,Wewahitchka,386,Gulf-32465,Wewahitchka,38,38,0.0863275768394942,1.83189091366237
253,32466,530,3,Bay,Bay-32466,Youngstown,Youngstown,40,Bay-32466,"Bayou George, Youngstown",19,19,0.0290120804454546,1.36143286628219
254,32466,531,7,Calhoun,Calhoun-32466,Youngstown,Youngstown,139,Calhoun-32466,,0,0,0.0172565036205015,0.676881301839029
255,32466,532,67,Washington,Washington-32466,Youngstown,Youngstown,1120,Washington-32466,,0,0,0.00340275976577686,0.374924867075504
256,32501,533,17,Escambia,Escambia-32501,Pensacola,"Pensacola, Brent, Goulding, West Pensacola",336,Escambia-32501,Pensacola,269,269,0.000894078699502643,0.168993088202316
257,32502,534,17,Escambia,Escambia-32502,Pensacola,"Pensacola, Warrington",337,Escambia-32502,Pensacola,153,153,0.000607784789053767,0.223776397286855
258,32503,535,17,Escambia,Escambia-32503,Pensacola,"Pensacola, Brent, Ensley, Ferry Pass, Goulding",338,Escambia-32503,Pensacola,425,425,0.00316872349981168,0.337261926863095
259,32504,536,17,Escambia,Escambia-32504,Pensacola,"Pensacola, Brent, Ensley, Ferry Pass",339,Escambia-32504,Pensacola,343,343,0.00264749133452824,0.257638259292364
260,32505,537,17,Escambia,Escambia-32505,Pensacola,"Pensacola, Bellview, Brent, Ensley, Goulding, Myrtle Grove, Warrington, West Pensacola",340,Escambia-32505,Pensacola,381,381,0.00333318580669584,0.340322867420826
261,32506,538,17,Escambia,Escambia-32506,Pensacola,"Bellview, Myrtle Grove, Warrington, West Pensacola",341,Escambia-32506,Pensacola,288,288,0.00803001709073214,0.568401184338465
262,32507,540,17,Escambia,Escambia-32507,Pensacola,"Pensacola, Myrtle Grove, Warrington, West Pensacola",342,Escambia-32507,"Pensacola, Perdido Key",206,206,0.00644450841673461,1.34188091513121
263,32508,541,17,Escambia,Escambia-32508,Pensacola,Warrington,343,Escambia-32508,Pensacola,15,15,0.00230499077224522,0.253394061164002
264,32509,542,17,Escambia,Escambia-32509,Pensacola,Bellview,344,Escambia-32509,Pensacola,<5,-2,0.000276220614523481,0.065734406651965
265,32511,543,17,Escambia,Escambia-32511,Pensacola,"Myrtle Grove, West Pensacola",345,Escambia-32511,Pensacola,16,16,5.83443343202816e-05,0.0452030132213883
266,32512,544,17,Escambia,Escambia-32512,Pensacola,Myrtle Grove,346,Escambia-32512,"Pensacola, Pensacola Naval Hospital",32,32,1.31608887841139e-05,0.0149616585616315
267,32514,545,17,Escambia,Escambia-32514,Pensacola,"Pensacola, Ensley, Ferry Pass, Gonzalez",347,Escambia-32514,Pensacola,734,734,0.00485574888216433,0.337669951510954
268,32526,548,17,Escambia,Escambia-32526,Pensacola,"Bellview, Brent, Ensley, Myrtle Grove, West Pensacola",348,Escambia-32526,"Bellview, Pensacola",432,432,0.0143874296193189,0.891683409323449
269,32531,550,46,Okaloosa,Okaloosa-32531,Baker,Baker,689,Okaloosa-32531,Baker,26,26,0.0492887987140875,1.16115259388028
270,32531,551,57,Santa Rosa,Santa Rosa-32531,Baker,Munson,954,Santa Rosa-32531,,0,0,0.00577081565006665,0.683807673330523
271,32533,553,17,Escambia,Escambia-32533,Cantonment,"Ensley, Gonzalez, Molino",349,Escambia-32533,Cantonment,308,308,0.0195893004186019,0.785206053855104
272,32534,555,17,Escambia,Escambia-32534,Pensacola,"Brent, Ensley, Gonzalez",350,Escambia-32534,Pensacola,181,181,0.00241105553936904,0.284921856571916
273,32535,557,17,Escambia,Escambia-32535,Century,Century,351,Escambia-32535,Century,29,29,0.0181396834993848,0.991941309222764
274,32536,559,46,Okaloosa,Okaloosa-32536,Crestview,Crestview,690,Okaloosa-32536,Crestview,116,116,0.0109221396053272,0.640378250815777
275,32539,560,46,Okaloosa,Okaloosa-32539,Crestview,Crestview,691,Okaloosa-32539,Crestview,190,190,0.0283085715141169,0.875238434866719
276,32539,561,66,Walton,Walton-32539,Crestview,Crestview,1108,Walton-32539,,0,0,0.00314143018590585,0.50711909111161
277,32541,562,46,Okaloosa,Okaloosa-32541,Destin,"Destin, Miramar Beach",692,Okaloosa-32541,Destin,217,217,0.00266094439962217,0.478529984304353
278,32542,564,46,Okaloosa,Okaloosa-32542,Eglin Afb,"Valparaiso, Eglin AFB, Lake Lorraine",693,Okaloosa-32542,Eglin Air Force Base,11,11,0.0813106770481227,1.85444584098802
279,32542,565,57,Santa Rosa,Santa Rosa-32542,Navarre,"Muddy Ford, Holley, Navarre",955,Santa Rosa-32542,,0,0,0.0262791006437055,1.14979479821427
280,32544,567,46,Okaloosa,Okaloosa-32544,Hurlburt Field,Hurlburt Field,694,Okaloosa-32544,Hurlburt Field,<5,-2,0.000848179937293025,0.247125971041685
281,32547,568,46,Okaloosa,Okaloosa-32547,Fort Walton Beach,"Fort Walton Beach, Ocean City, Wright",695,Okaloosa-32547,Fort Walton Beach,323,323,0.00558107713823119,0.402239994081614
282,32548,569,46,Okaloosa,Okaloosa-32548,Fort Walton Beach,"Cinco Bayou, Fort Walton Beach, Mary Esther, Ocean City, Wright",696,Okaloosa-32548,Fort Walton Beach,194,194,0.00334548126375012,0.983521692688063
283,32550,572,66,Walton,Walton-32550,Miramar Beach,Miramar Beach,1109,Walton-32550,"Destin, Miramar Beach",53,53,0.00168372161647312,0.300150167938332
284,32561,573,17,Escambia,Escambia-32561,Gulf Breeze,"Gulf Breeze, Navarre Beach, Oriole Beach, Woodlawn Beach",352,Escambia-32561,"Gulf Breeze, Pensacola, Pensacola Beach",<5,-2,0.00183303106928179,0.858370357243747
285,32561,574,57,Santa Rosa,Santa Rosa-32561,Gulf Breeze,"Gulf Breeze, Midway, Oriole Beach",956,Santa Rosa-32561,"Gulf Breeze, Pensacola Beach",96,96,0.000761687208068906,0.280692371301592
286,32563,575,57,Santa Rosa,Santa Rosa-32563,Gulf Breeze,"Gulf Breeze, Midway, Navarre, Oriole Beach, Tiger Point, Woodlawn Beach",957,Santa Rosa-32563,Gulf Breeze,198,198,0.00450655331519556,0.602713307317485
287,32564,576,46,Okaloosa,Okaloosa-32564,Holt,Harold,697,Okaloosa-32564,Holt,5,5,0.0126425194721378,0.771086660200345
288,32564,577,57,Santa Rosa,Santa Rosa-32564,Holt,"Harold, Munson, Springhill",958,Santa Rosa-32564,,0,0,0.0146088243416216,0.855941498241029
289,32565,580,57,Santa Rosa,Santa Rosa-32565,Jay,"Jay, Allentown, Berrydale, Brownsdale, Chumuckla, Cobbtown, Dixonville, Fidelis, Mount Carmel, Pine Level, Whitfield",959,Santa Rosa-32565,Jay,46,46,0.0558252300536424,1.59262216292206
290,32566,582,57,Santa Rosa,Santa Rosa-32566,Navarre,"Holley, Midway, Navarre",960,Santa Rosa-32566,Navarre,254,254,0.00825662559918783,1.005270651909
291,32567,584,46,Okaloosa,Okaloosa-32567,Laurel Hill,Laurel Hill,698,Okaloosa-32567,Laurel Hill,14,14,0.0220357979396795,1.01303483851577
292,32567,585,66,Walton,Walton-32567,Laurel Hill,Paxton,1110,Walton-32567,Laurel Hill,<5,-2,0.0146086755980832,0.635153224074757
293,32568,587,17,Escambia,Escambia-32568,Mc David,Chumuckla,353,Escambia-32568,"Mcdavid, Walnut Hill",23,23,0.0555515472206025,1.54985993630893
294,32569,589,46,Okaloosa,Okaloosa-32569,Mary Esther,"Fort Walton Beach, Mary Esther",699,Okaloosa-32569,Mary Esther,77,77,0.00163775697478741,0.467852073174311
295,32570,592,57,Santa Rosa,Santa Rosa-32570,Milton,"Milton, Allentown, Bagdad, Berrydale, Cobbtown, East Milton, Munson, Pace, Pea Ridge, Point Baker, Roeville, Springhill, Whitfield",961,Santa Rosa-32570,Milton,314,314,0.0750662130024011,2.04078297654102
296,32571,594,57,Santa Rosa,Santa Rosa-32571,Milton,"Chumuckla, Ferry Pass, Mulat, Pace, Pea Ridge, Wallace",962,Santa Rosa-32571,"Milton, Pace",292,292,0.0286044450208465,1.29934165113332
297,32577,596,17,Escambia,Escambia-32577,Molino,Molino,354,Escambia-32577,Molino,51,51,0.018314900372161,0.971630627497124
298,32578,598,46,Okaloosa,Okaloosa-32578,Niceville,"Niceville, Valparaiso",700,Okaloosa-32578,Niceville,147,147,0.00842611407665572,0.564134730992716
299,32578,599,66,Walton,Walton-32578,Niceville,Niceville,1111,Walton-32578,,0,0,0.00532683498317965,0.519077426280365
300,32579,600,46,Okaloosa,Okaloosa-32579,Shalimar,"Fort Walton Beach, Shalimar, Eglin AFB, Lake Lorraine, Ocean City",701,Okaloosa-32579,Shalimar,85,85,0.00143079079452946,0.265750300996645
301,32580,601,46,Okaloosa,Okaloosa-32580,Valparaiso,"Niceville, Valparaiso, Eglin AFB",702,Okaloosa-32580,Valparaiso,11,11,0.0010352729434544,0.249525135860841
302,32583,603,57,Santa Rosa,Santa Rosa-32583,Milton,"Milton, Avalon, Bagdad, Dickerson City, East Milton, Garcon Point, Harold, Mulat, Pea Ridge",963,Santa Rosa-32583,Milton,199,199,0.0303475590037579,1.81572366042925
303,32601,604,1,Alachua,Alachua-32601,Gainesville,Gainesville,2,Alachua-32601,Gainesville,283,283,0.00120067730608753,0.164952953789351
304,32603,605,1,Alachua,Alachua-32603,Gainesville,Gainesville,3,Alachua-32603,Gainesville,87,87,0.000231931974212785,0.12277061334805
305,32605,606,1,Alachua,Alachua-32605,Gainesville,Gainesville,4,Alachua-32605,Gainesville,146,146,0.0024066969310752,0.285451014492752
306,32606,607,1,Alachua,Alachua-32606,Gainesville,Gainesville,5,Alachua-32606,Gainesville,134,134,0.0042078457943262,0.371953212096025
